Argument ID,Date,Duration (minutes),Topic,Emotional Tone,Resolution Type,Mood Swing,Notes
824,2024-01-04,29,Family Responsibilities,Supportive,Compromise,Mild,Discussed family responsibilities for 29 minutes. Emotional tone was Supportive. Mood swings observed: Mild. Resolution type: Compromise.
825,2024-01-06,53,Social Activities,Hurt,Compromise,Moderate,Discussed social activities for 53 minutes. Emotional tone was Hurt. Mood swings observed: Moderate. Resolution type: Compromise.
826,2024-01-15,9,Social Activities,Angry,No Resolution,Mild,Discussed social activities for 9 minutes. Emotional tone was Angry. Mood swings observed: Mild. Resolution type: No Resolution.
827,2024-01-11,7,Household Chores,Supportive,Compromise,Severe,Discussed household chores for 7 minutes. Emotional tone was Supportive. Mood swings observed: Severe. Resolution type: Compromise.
828,2024-01-19,9,Parenting Styles,Hurt,Apology,Moderate,Discussed parenting styles for 9 minutes. Emotional tone was Hurt. Mood swings observed: Moderate. Resolution type: Apology.
829,2024-01-25,44,Social Activities,Annoyed,No Resolution,None,Discussed social activities for 44 minutes. Emotional tone was Annoyed. Mood swings observed: None. Resolution type: No Resolution.
830,2024-01-11,42,Social Activities,Disappointed,No Resolution,Severe,Discussed social activities for 42 minutes. Emotional tone was Disappointed. Mood swings observed: Severe. Resolution type: No Resolution.
831,2024-02-20,12,Future Goals,Disappointed,Apology,Moderate,Discussed future goals for 12 minutes. Emotional tone was Disappointed. Mood swings observed: Moderate. Resolution type: Apology.
832,2024-02-10,52,Social Activities,Frustrated,Resolution Discussed,Moderate,Discussed social activities for 52 minutes. Emotional tone was Frustrated. Mood swings observed: Moderate. Resolution type: Resolution Discussed.
833,2024-02-18,31,Personal Space,Happy,Compromise,Mild,Discussed personal space for 31 minutes. Emotional tone was Happy. Mood swings observed: Mild. Resolution type: Compromise.
834,2024-02-22,14,Time Management,Supportive,No Resolution,Severe,Discussed time management for 14 minutes. Emotional tone was Supportive. Mood swings observed: Severe. Resolution type: No Resolution.
835,2024-01-19,42,Family Responsibilities,Angry,Apology,Severe,Discussed family responsibilities for 42 minutes. Emotional tone was Angry. Mood swings observed: Severe. Resolution type: Apology.
836,2024-02-22,53,Parenting Styles,Calm,Apology,Mild,Discussed parenting styles for 53 minutes. Emotional tone was Calm. Mood swings observed: Mild. Resolution type: Apology.
837,2024-02-12,13,Money Management,Calm,Resolution Discussed,None,Discussed money management for 13 minutes. Emotional tone was Calm. Mood swings observed: None. Resolution type: Resolution Discussed.
838,2024-01-11,32,Household Chores,Calm,Apology,Moderate,Discussed household chores for 32 minutes. Emotional tone was Calm. Mood swings observed: Moderate. Resolution type: Apology.
839,2024-01-26,30,Money Management,Supportive,No Resolution,Moderate,Discussed money management for 30 minutes. Emotional tone was Supportive. Mood swings observed: Moderate. Resolution type: No Resolution.
840,2024-02-01,50,Household Chores,Supportive,Resolution Discussed,Moderate,Discussed household chores for 50 minutes. Emotional tone was Supportive. Mood swings observed: Moderate. Resolution type: Resolution Discussed.
841,2024-01-14,60,Social Activities,Happy,Compromise,Moderate,Discussed social activities for 60 minutes. Emotional tone was Happy. Mood swings observed: Moderate. Resolution type: Compromise.
842,2024-02-04,37,Household Chores,Happy,Apology,Severe,Discussed household chores for 37 minutes. Emotional tone was Happy. Mood swings observed: Severe. Resolution type: Apology.
843,2024-02-22,27,Money Management,Angry,Compromise,Mild,Discussed money management for 27 minutes. Emotional tone was Angry. Mood swings observed: Mild. Resolution type: Compromise.
844,2024-02-01,21,Household Chores,Supportive,No Resolution,Severe,Discussed household chores for 21 minutes. Emotional tone was Supportive. Mood swings observed: Severe. Resolution type: No Resolution.
845,2024-01-31,51,Household Chores,Calm,Resolution Discussed,Moderate,Discussed household chores for 51 minutes. Emotional tone was Calm. Mood swings observed: Moderate. Resolution type: Resolution Discussed.
846,2024-01-07,36,Household Chores,Calm,Compromise,Severe,Discussed household chores for 36 minutes. Emotional tone was Calm. Mood swings observed: Severe. Resolution type: Compromise.
847,2024-02-14,41,Future Goals,Hurt,Resolution Discussed,None,Discussed future goals for 41 minutes. Emotional tone was Hurt. Mood swings observed: None. Resolution type: Resolution Discussed.
848,2024-01-20,17,Money Management,Happy,Compromise,Moderate,Discussed money management for 17 minutes. Emotional tone was Happy. Mood swings observed: Moderate. Resolution type: Compromise.
849,2024-02-20,5,Family Responsibilities,Hurt,Resolution Discussed,Moderate,Discussed family responsibilities for 5 minutes. Emotional tone was Hurt. Mood swings observed: Moderate. Resolution type: Resolution Discussed.
850,2024-02-01,46,Social Activities,Disappointed,Resolution Discussed,Mild,Discussed social activities for 46 minutes. Emotional tone was Disappointed. Mood swings observed: Mild. Resolution type: Resolution Discussed.
851,2024-02-05,48,Family Responsibilities,Supportive,Apology,Severe,Discussed family responsibilities for 48 minutes. Emotional tone was Supportive. Mood swings observed: Severe. Resolution type: Apology.
852,2024-01-17,52,Personal Space,Hurt,Compromise,Severe,Discussed personal space for 52 minutes. Emotional tone was Hurt. Mood swings observed: Severe. Resolution type: Compromise.
853,2024-02-02,37,Money Management,Disappointed,Compromise,Mild,Discussed money management for 37 minutes. Emotional tone was Disappointed. Mood swings observed: Mild. Resolution type: Compromise.
854,2024-02-18,23,Family Responsibilities,Angry,Resolution Discussed,Severe,Discussed family responsibilities for 23 minutes. Emotional tone was Angry. Mood swings observed: Severe. Resolution type: Resolution Discussed.
855,2024-01-26,16,Time Management,Frustrated,No Resolution,Moderate,Discussed time management for 16 minutes. Emotional tone was Frustrated. Mood swings observed: Moderate. Resolution type: No Resolution.
856,2024-01-31,57,Parenting Styles,Disappointed,No Resolution,Severe,Discussed parenting styles for 57 minutes. Emotional tone was Disappointed. Mood swings observed: Severe. Resolution type: No Resolution.
857,2024-01-22,6,Personal Space,Calm,Apology,Severe,Discussed personal space for 6 minutes. Emotional tone was Calm. Mood swings observed: Severe. Resolution type: Apology.
858,2024-01-04,22,Household Chores,Calm,No Resolution,Moderate,Discussed household chores for 22 minutes. Emotional tone was Calm. Mood swings observed: Moderate. Resolution type: No Resolution.
859,2024-01-05,42,Time Management,Annoyed,Compromise,Moderate,Discussed time management for 42 minutes. Emotional tone was Annoyed. Mood swings observed: Moderate. Resolution type: Compromise.
860,2024-01-09,8,Future Goals,Frustrated,Apology,Moderate,Discussed future goals for 8 minutes. Emotional tone was Frustrated. Mood swings observed: Moderate. Resolution type: Apology.
861,2024-02-12,59,Time Management,Hurt,Compromise,Severe,Discussed time management for 59 minutes. Emotional tone was Hurt. Mood swings observed: Severe. Resolution type: Compromise.
862,2024-01-03,47,Personal Space,Disappointed,No Resolution,Mild,Discussed personal space for 47 minutes. Emotional tone was Disappointed. Mood swings observed: Mild. Resolution type: No Resolution.
863,2024-01-04,26,Family Responsibilities,Calm,No Resolution,Severe,Discussed family responsibilities for 26 minutes. Emotional tone was Calm. Mood swings observed: Severe. Resolution type: No Resolution.
864,2024-02-05,44,Money Management,Disappointed,Apology,None,Discussed money management for 44 minutes. Emotional tone was Disappointed. Mood swings observed: None. Resolution type: Apology.
865,2024-01-02,48,Social Activities,Frustrated,Apology,Moderate,Discussed social activities for 48 minutes. Emotional tone was Frustrated. Mood swings observed: Moderate. Resolution type: Apology.
866,2024-01-15,41,Social Activities,Angry,Resolution Discussed,Severe,Discussed social activities for 41 minutes. Emotional tone was Angry. Mood swings observed: Severe. Resolution type: Resolution Discussed.
867,2024-02-15,6,Personal Space,Supportive,Compromise,Moderate,Discussed personal space for 6 minutes. Emotional tone was Supportive. Mood swings observed: Moderate. Resolution type: Compromise.
868,2024-02-27,13,Personal Space,Hurt,No Resolution,Moderate,Discussed personal space for 13 minutes. Emotional tone was Hurt. Mood swings observed: Moderate. Resolution type: No Resolution.
869,2024-02-13,56,Personal Space,Calm,Apology,Severe,Discussed personal space for 56 minutes. Emotional tone was Calm. Mood swings observed: Severe. Resolution type: Apology.
870,2024-03-01,39,Household Chores,Supportive,No Resolution,None,Discussed household chores for 39 minutes. Emotional tone was Supportive. Mood swings observed: None. Resolution type: No Resolution.
871,2024-02-02,26,Family Responsibilities,Hurt,No Resolution,Moderate,Discussed family responsibilities for 26 minutes. Emotional tone was Hurt. Mood swings observed: Moderate. Resolution type: No Resolution.
872,2024-01-26,56,Future Goals,Frustrated,Apology,Moderate,Discussed future goals for 56 minutes. Emotional tone was Frustrated. Mood swings observed: Moderate. Resolution type: Apology.
873,2024-02-29,10,Money Management,Frustrated,Compromise,Severe,Discussed money management for 10 minutes. Emotional tone was Frustrated. Mood swings observed: Severe. Resolution type: Compromise.
874,2024-02-10,43,Parenting Styles,Angry,No Resolution,None,Discussed parenting styles for 43 minutes. Emotional tone was Angry. Mood swings observed: None. Resolution type: No Resolution.
875,2024-01-07,59,Time Management,Supportive,Resolution Discussed,Mild,Discussed time management for 59 minutes. Emotional tone was Supportive. Mood swings observed: Mild. Resolution type: Resolution Discussed.
876,2024-01-11,10,Personal Space,Frustrated,Resolution Discussed,Severe,Discussed personal space for 10 minutes. Emotional tone was Frustrated. Mood swings observed: Severe. Resolution type: Resolution Discussed.
877,2024-01-01,26,Future Goals,Frustrated,Apology,Moderate,Discussed future goals for 26 minutes. Emotional tone was Frustrated. Mood swings observed: Moderate. Resolution type: Apology.
878,2024-01-15,27,Social Activities,Hurt,Apology,Moderate,Discussed social activities for 27 minutes. Emotional tone was Hurt. Mood swings observed: Moderate. Resolution type: Apology.
879,2024-02-22,55,Household Chores,Happy,No Resolution,Mild,Discussed household chores for 55 minutes. Emotional tone was Happy. Mood swings observed: Mild. Resolution type: No Resolution.
880,2024-02-29,39,Household Chores,Annoyed,No Resolution,Mild,Discussed household chores for 39 minutes. Emotional tone was Annoyed. Mood swings observed: Mild. Resolution type: No Resolution.
881,2024-02-09,7,Time Management,Frustrated,Apology,Severe,Discussed time management for 7 minutes. Emotional tone was Frustrated. Mood swings observed: Severe. Resolution type: Apology.
882,2024-02-04,8,Family Responsibilities,Disappointed,Compromise,Moderate,Discussed family responsibilities for 8 minutes. Emotional tone was Disappointed. Mood swings observed: Moderate. Resolution type: Compromise.
883,2024-02-09,23,Family Responsibilities,Disappointed,Compromise,Moderate,Discussed family responsibilities for 23 minutes. Emotional tone was Disappointed. Mood swings observed: Moderate. Resolution type: Compromise.
884,2024-02-16,43,Future Goals,Calm,Apology,Severe,Discussed future goals for 43 minutes. Emotional tone was Calm. Mood swings observed: Severe. Resolution type: Apology.
885,2024-01-19,14,Time Management,Happy,Apology,Mild,Discussed time management for 14 minutes. Emotional tone was Happy. Mood swings observed: Mild. Resolution type: Apology.
886,2024-02-26,49,Household Chores,Calm,Resolution Discussed,None,Discussed household chores for 49 minutes. Emotional tone was Calm. Mood swings observed: None. Resolution type: Resolution Discussed.
887,2024-01-11,17,Family Responsibilities,Calm,Apology,Mild,Discussed family responsibilities for 17 minutes. Emotional tone was Calm. Mood swings observed: Mild. Resolution type: Apology.
888,2024-01-23,10,Personal Space,Calm,Apology,Moderate,Discussed personal space for 10 minutes. Emotional tone was Calm. Mood swings observed: Moderate. Resolution type: Apology.
